HH|DECILE|ZONE_NBR|HOH_AGE|HH_INCOME|HH_SIZE|HH_ADULTS|HH_CHILDREN
3963615|1|2|57|62500|3|3|0
3965044|1|2|55|62500|1|1|0
3970456|1|2|51|62500|7|4|3
4111562|1|2|76|62500|3|3|0
4113329|1|2|61|62500|4|4|0
4119279|1|2|46|62500|2|2|0
4240030|1|2|38|62500|4|2|2
4335451|1|2|46|62500|2|2|0
4470986|1|2|63|62500|3|3|0
4567523|1|2|28|62500|||
4603826|1|2|45|62500|3|2|1
4617072|1|2|57|62500|7|5|2
4620125|1|2|24|62500|6|6|1
4622443|1|2|49|62500|2|1|1
4644077|1|2|41|62500|3|2|1
4656208|1|2|66|62500|4|4|0
4678028|1|2|59|62500|3|3|0
4701475|1|2|39|62500|3|2|1
4715184|1|2|41|62500|3|2|1
4724000|1|2|59|62500|3|3|0
4814977|1|2|47|62500|1|1|0
5242331|1|2|67|62500|2|2|0
5270547|1|2|50|62500|4|3|1
5283514|1|2|50|62500|3|2|1
5310702|1|2|42|62500|2|2|0
5344766|1|2|74|62500|4|3|1
5365967|1|2|65|62500|3|3|0
5390067|1|2|47|62500|1|1|0
5532591|1|2|65|62500|4|3|1
5546409|1|2|54|62500|2|1|1
5553095|1|2|56|62500|4|2|2
5561867|1|2|61|62500|3|2|1
5627104|1|2|54|62500|3|2|1
5627327|1|2|44|62500|3|1|2
5627681|1|2|47|62500|7|6|1
5628463|1|2|67|62500|2|2|0
5657960|1|2|63|62500|3|3|0
5732473|1|2|43|62500|7|4|3
5734354|1|2|71|62500|4|3|1
5800776|1|2|67|62500|4|4|0
5802609|1|2|71|62500|3|3|0
5808096|1|2|41|62500|5|2|3
5815463|1|2|75|62500|2|2|0
5850304|1|2|57|62500|4|3|1
5890047|1|2|57|62500|4|3|1
5908327|1|2|40|62500|3|2|1
6007049|1|2|40|62500|4|2|2
6023040|1|2|45|62500|3|2|1
6023700|1|2|50|62500|3|2|1
6055574|1|2|37|62500|3|2|1
6067689|1|2|36|62500|4|2|2
6142073|1|2|33|62500|3|2|1
6184898|1|2|68|62500|2|2|0
6228518|1|2|22|62500|5|3|2
6298799|1|2|37|62500|3|2|1
6487466|1|2|33|62500|3|2|1
6653962|1|2|57|62500|3|2|1
6659287|1|2|45|62500|1|1|0
6664787|1|2|63|62500|3|2|1
6672843|1|2|65|62500|2|2|0
6833861|1|2|74|62500|4|4|0
6858140|1|2|75|62500|3|2|1
6912261|1|2|37|62500|4|2|2
6921072|1|2|34|62500|6|6|0
6921425|1|2|37|62500|3|2|1
7029747|1|2|35|62500|3|2|1
7160591|1|2|44|62500|3|2|1
7180632|1|2|61|62500|2|1|1
7306140|1|2|47|62500|3|2|1
7359221|1|2|72|62500|5|5|0
7592296|1|2|46|62500|2|2|0
7624167|1|2|40|62500|2|2|0
7816342|1|2|39|62500|3|2|1
7822259|1|2|45|62500|3|2|1
7826702|1|2|37|62500|2|2|0
7886578|1|2|65|62500|6|6|0
7930579|1|2|56|62500|2|2|0
7934638|1|2|43|62500|3|2|1
8036451|1|2|34|62500|4|2|2
8253130|1|2|27|62500|1|1|0
8301294|1|2|37|62500|3|3|0
8404909|1|2|46|62500|3|2|1
8470706|1|2|38|62500|2|2|0
8558211|1|2|48|62500|1|1|0
8741240|1|2|80|62500|5|5|0
8933449|1|2|40|62500|6|4|2
8973622|1|2|61|62500|5|5|0
9018068|1|2|73|62500|3|3|0
9041977|1|2|61|62500|4|3|1
9049017|1|2|49|62500|2|2|0
9064388|1|2|74|62500|3|3|0
9073009|1|2|61|62500|3|3|0
9090817|1|2|66|62500|2|2|0
9095822|1|2|79|62500|2|2|0
9097502|1|2|52|62500|3|2|1
9109114|1|2|51|62500|8|5|3
9109285|1|2|57|62500|3|2|1
9119891|1|2|64|62500|7|5|2
9123147|1|2|55|62500|6|3|3
9141220|1|2|63|62500|3|2|1
9149264|1|2|62|62500|3|3|0
9158721|1|2|62|62500|4|3|1
9183836|1|2|51|62500|2|1|1
9184567|1|2|56|62500|3|2|1
9309863|1|2|35|62500|2|2|0
9378441|1|2|35|62500|6|3|3
9529646|1|2|45|62500|1|1|0
9582525|1|2|40|62500|3|1|2
9616221|1|2|39|62500|3|2|1
9617600|1|2|41|62500|1|1|0
9664336|1|2|38|62500|3|2|1
9689675|1|2|34|62500|||
9691766|1|2|41|62500|3|3|0
9814989|1|2|64|62500|4|3|1
9827502|1|2|36|62500|3|2|1
9904092|1|2|41|62500|4|2|2
10966379|1|2|43|62500|5|4|1
11858402|1|2|28|62500|1|1|0
13679180|1|2|47|62500|3|2|1
14372551|1|2|75|62500|2|1|1
51327|1|2|43|87500|1|1|0
58100|1|2|59|87500|6|4|2
58394|1|2|36|87500|5|4|1
258822|1|2|61|87500|2|2|0
457958|1|2|44|87500|6|2|4
1113102|1|2|60|87500|3|3|0
1241341|1|2|54|87500|3|2|1
1422806|1|2|48|87500|4|3|1
1471606|1|2|55|87500|6|6|0
1675306|1|2|59|87500|3|3|0
1789551|1|2|28|87500|2|1|1
2263083|1|2|37|87500|1|1|0
2275685|1|2|37|87500|3|2|1
2295209|1|2|37|87500|3|2|1
2323065|1|2|46|87500|4|3|1
2576426|1|2|42|87500|6|3|3
2659745|1|2|28|87500|4|3|1
2732348|1|2|64|87500|5|5|0
2756114|1|2|57|87500|5|4|1
2787249|1|2|58|87500|2|2|0
2799420|1|2|51|87500|3|2|1
2838816|1|2|65|87500|2|1|1
2845719|1|2|28|87500|1|1|0
2851426|1|2|50|87500|5|4|3
2881426|1|2|52|87500|1|1|0
2899136|1|2|65|87500|1|1|0
3026943|1|2|17|87500|6|6|0
3114467|1|2|52|87500|2|1|1
3114527|1|2|44|87500|5|4|3
3152606|1|2|52|87500|3|3|0
3178227|1|2|69|87500|4|4|0
3191106|1|2|42|87500|5|5|1
3196109|1|2|57|87500|6|4|2
3241134|1|2|33|87500|1|1|0
3247908|1|2|65|87500|1|1|0
3296091|1|2|44|87500|4|2|2
3364877|1|2|36|87500|1|1|0
3365669|1|2|31|87500|3|3|1
3412802|1|2|35|87500|3|2|1
3425182|1|2|43|87500|4|4|1
3454703|1|2|62|87500|5|5|0
3476729|1|2|54|87500|4|4|0
3478500|1|2|70|87500|3|2|1
3576460|1|2|47|87500|5|3|2
3599669|1|2|70|87500|6|6|0
3623346|1|2|70|87500|2|2|0
3640051|1|2|66|87500|2|2|0
3640579|1|2|54|87500|2|2|0
3692157|1|2|71|87500|3|3|0
3694219|1|2|40|87500|3|2|1
3750480|1|2|64|87500|4|2|2
3797288|1|2|65|87500|4|4|1
3797803|1|2|54|87500|6|5|1
3896494|1|2|69|87500|4|4|0
3908111|1|2|39|87500|3|2|1
3915439|1|2|61|87500|2|2|0
3927828|1|2|61|87500|4|3|1
3965558|1|2|72|87500|3|2|1
3969628|1|2|72|87500|||
4030632|1|2|48|87500|5|3|2
4057431|1|2|78|87500|5|5|0
4063875|1|2|52|87500|4|4|0
4105220|1|2|56|87500|3|3|0
4106761|1|2|47|87500|4|3|1
4136514|1|2|55|87500|6|6|1
4152871|1|2|69|87500|5|4|1
4158437|1|2|46|87500|3|3|0
4160230|1|2|52|87500|3|2|1
4163063|1|2|50|87500|6|4|2
4195353|1|2|66|87500|2|2|0
4200208|1|2|63|87500|2|2|0
4226639|1|2|43|87500|3|1|2
4336571|1|2|52|87500|2|2|0
4342559|1|2|54|87500|4|3|1
4404101|1|2|69|87500|4|3|1
4443420|1|2|66|87500|3|3|0
4450868|1|2|65|87500|3|3|0
4469170|1|2|62|87500|6|4|2
4481752|1|2|46|87500|3|3|0
4545536|1|2|49|87500|3|2|1
4546938|1|2|62|87500|2|2|0
4548108|1|2|52|87500|4|3|1
4570109|1|2|73|87500|3|3|0
4576634|1|2|33|87500|1|1|0
4582931|1|2|58|87500|4|3|1
4644111|1|2|49|87500|8|4|4
4653249|1|2|47|87500|3|2|1
4666470|1|2|48|87500|6|2|4
4723686|1|2|60|87500|5|4|1
4732893|1|2|42|87500|4|3|1
4813773|1|2|71|87500|3|3|0
4865532|1|2|50|87500|4|4|0
5115108|1|2|37|87500|||
5225765|1|2|81|87500|3|2|1
5284804|1|2|71|87500|4|4|0
5291900|1|2|62|87500|2|2|0
5327774|1|2|49|87500|6|4|2
5468091|1|2|62|87500|5|3|2
5497888|1|2|47|87500|6|4|2
5504590|1|2|36|87500|2|2|1
5505451|1|2|68|87500|3|3|0
5577563|1|2|42|87500|4|2|2
5596116|1|2|54|87500|5|3|2
5613678|1|2|39|87500|2|2|0
5727887|1|2|59|87500|1|1|0
5762255|1|2|53|87500|6|4|2
5811986|1|2|69|87500|3|2|1
5816301|1|2|57|87500|3|3|0
5817977|1|2|64|87500|4|3|1
5824418|1|2|45|87500|6|3|3
5828935|1|2|48|87500|3|3|0
5838524|1|2|27|87500|3|2|1
5909834|1|2|50|87500|3|2|1
5992925|1|2|49|87500|2|2|0
6058976|1|2|35|87500|2|1|1
6244303|1|2|30|87500|2|2|0
6274451|1|2|47|87500|2|2|0
6459141|1|2|40|87500|4|2|2
6647346|1|2|67|87500|||
6679946|1|2|64|87500|2|2|0
6688853|1|2|60|87500|2|2|0
6782596|1|2|61|87500|3|3|0
6816280|1|2|48|87500|6|4|2
6839075|1|2|36|87500|2|2|0
6847426|1|2|29|87500|5|4|1
6873845|1|2|41|87500|3|2|1
6889789|1|2|44|87500|4|3|1
6907554|1|2|44|87500|4|2|2
6914795|1|2|37|87500|3|2|1
7161765|1|2|39|87500|4|3|2
7178862|1|2|44|87500|2|2|0
7247619|1|2|48|87500|1|1|0
7266508|1|2|35|87500|2|2|0
7391908|1|2|64|87500|2|2|0
7521253|1|2|53|87500|4|4|1
7567054|1|2|53|87500|1|1|0
7588222|1|2|44|87500|3|2|1
7598002|1|2|37|87500|4|3|2
7659732|1|2|38|87500|6|4|2
7689387|1|2|48|87500|6|5|1
7759383|1|2|61|87500|1|1|0
7892850|1|2|38|87500|5|3|3
7934717|1|2|35|87500|1|1|0
7970526|1|2|45|87500|2|2|0
8133309|1|2|40|87500|6|6|0
8137072|1|2|38|87500|5|2|3
8398479|1|2|45|87500|6|2|4
8578921|1|2|43|87500|4|2|2
8660881|1|2|38|87500|4|4|0
8692466|1|2|42|87500|4|4|0
8763591|1|2|58|87500|3|2|1
8861097|1|2|32|87500|4|4|0
8916378|1|2|72|87500|2|2|0
8922240|1|2||87500|||
8961939|1|2|54|87500|4|3|1
8965705|1|2|59|87500|3|2|1
9020143|1|2|82|87500|2|2|0
9064857|1|2|89|87500|||
9124244|1|2|55|87500|4|3|2
9145279|1|2|56|87500|2|2|0
9146213|1|2|64|87500|3|3|0
9153582|1|2|63|87500|4|2|2
9546673|1|2|32|87500|3|2|1
9557320|1|2|42|87500|2|1|1
9684493|1|2|50|87500|5|3|2
9822761|1|2|71|87500|6|6|0
9858222|1|2|72|87500|3|2|1
9861435|1|2|36|87500|3|3|1
9871346|1|2|39|87500|1|1|0
9935537|1|2|34|87500|5|3|2
10101127|1|2|60|87500|3|2|1
12821239|1|2|20|87500|5|4|1
13909163|1|2|41|87500|5|4|1
1939429|1|2|44|112500|3|2|1
2227137|1|2|52|112500|4|2|2
2415655|1|2|30|112500|5|5|0
2681811|1|2|36|112500|4|4|0
2728364|1|2|57|112500|3|3|0
2757656|1|2|58|112500|3|2|1
2768424|1|2|71|112500|4|4|0
2824768|1|2|63|112500|4|3|1
2831644|1|2|67|112500|3|3|0
2853571|1|2|54|112500|5|4|1
2874805|1|2|63|112500|5|5|1
2875071|1|2|60|112500|3|2|1
2877405|1|2|73|112500|2|2|0
2881095|1|2|79|112500|4|3|1
2895206|1|2|59|112500|2|2|0
2927347|1|2|47|112500|2|2|0
3104726|1|2|72|112500|2|2|0
3518095|1|2|50|112500|2|1|1
3599113|1|2|64|112500|4|3|1
3633319|1|2|54|112500|2|2|0
3641880|1|2|57|112500|3|3|0
3686013|1|2|19|112500|4|2|2
3700494|1|2|69|112500|6|6|0
3800234|1|2||112500|1|1|0
3812548|1|2|62|112500|5|4|1
3827457|1|2|47|112500|2|2|0
3874775|1|2|62|112500|4|3|1
3894738|1|2|67|112500|4|4|0
3936953|1|2|62|112500|4|4|0
3957480|1|2|61|112500|4|3|1
3963493|1|2|69|112500|4|4|0
3982338|1|2|67|112500|2|2|0
4178200|1|2|46|112500|4|4|0
4239838|1|2|40|112500|5|2|3
4471540|1|2|75|112500|3|3|0
4723417|1|2|54|112500|3|2|1
4725020|1|2|70|112500|2|2|0
4730734|1|2|46|112500|3|3|0
4747165|1|2|74|112500|5|4|1
5239691|1|2|58|112500|3|2|1
5243245|1|2|60|112500|2|2|0
5265760|1|2|45|112500|2|2|0
5308570|1|2|57|112500|7|5|2
5344332|1|2|49|112500|2|1|1
5438925|1|2|53|112500|5|3|2
5451258|1|2|48|112500|5|4|1
5499741|1|2|60|112500|6|4|2
5659935|1|2|48|112500|6|4|2
5741619|1|2|32|112500|3|3|0
5800089|1|2|54|112500|6|4|2
5811782|1|2|53|112500|2|2|0
5852996|1|2|62|112500|3|2|1
5865386|1|2|68|112500|2|2|0
6589742|1|2|42|112500|1|1|0
6685225|1|2|59|112500|1|1|0
6754838|1|2|35|112500|3|2|1
6914986|1|2|59|112500|8|6|2
7085590|1|2|35|112500|6|6|2
7217589|1|2|64|112500|5|3|2
7398514|1|2|66|112500|3|2|1
7588304|1|2|59|112500|4|4|0
7689776|1|2|61|112500|4|3|1
7739675|1|2|35|112500|2|2|0
7832938|1|2|31|112500|4|2|2
7833896|1|2|47|112500|7|3|4
7873632|1|2|51|112500|5|4|1
7944750|1|2|32|112500|3|2|1
8280705|1|2|69|112500|5|5|0
8893663|1|2|49|112500|1|1|0
9015556|1|2|66|112500|4|3|1
9016137|1|2|66|112500|3|2|1
9100099|1|2|70|112500|3|3|0
9141057|1|2|71|112500|5|5|0
9145887|1|2|62|112500|5|4|1
9146801|1|2|60|112500|4|2|2
9523863|1|2|36|112500|7|3|4
9558694|1|2|46|112500|2|2|0
10040756|1|2|51|112500|3|2|1
53996|1|2|35|150000|4|3|1
58098|1|2|34|150000|5|5|0
670485|1|2|69|150000|4|4|0
713198|1|2|48|150000|3|2|1
888315|1|2|23|150000|6|6|0
1196169|1|2|51|150000|7|4|3
1439136|1|2|35|150000|6|6|1
1860143|1|2|53|150000|5|3|2
2017103|1|2|41|150000|4|2|2
2060657|1|2|42|150000|8|3|5
2133062|1|2|60|150000|3|3|0
2468785|1|2|65|150000|3|3|0
2500384|1|2|50|150000|4|3|1
2522622|1|2|38|150000|6|5|1
2605110|1|2|53|150000|3|3|0
2712599|1|2|52|150000|5|4|2
2718568|1|2|52|150000|3|3|0
2746452|1|2|70|150000|2|2|0
2762600|1|2|49|150000|6|3|3
2785852|1|2|58|150000|5|4|1
2795329|1|2|69|150000|4|4|0
2812736|1|2|66|150000|3|3|0
2815496|1|2|28|150000|5|3|2
2818358|1|2|70|150000|3|3|0
2831122|1|2|65|150000|5|5|0
2842663|1|2|57|150000|5|2|3
2846652|1|2|65|150000|4|4|0
2864838|1|2|68|150000|4|4|0
2883854|1|2|29|150000|1|1|0
2890096|1|2|31|150000|4|4|1
2892106|1|2|54|150000|8|6|2
2892647|1|2|62|150000|6|4|2
2899782|1|2|68|150000|4|3|1
2900739|1|2|62|150000|3|3|1
2929254|1|2|30|150000|3|2|1
3101010|1|2|60|150000|8|5|3
3102521|1|2|70|150000|5|5|0
3137509|1|2|67|150000|6|6|0
3154524|1|2|70|150000|||
3181193|1|2|58|150000|4|3|1
3422397|1|2|34|150000|5|3|2
3427755|1|2|65|150000|5|4|1
3432390|1|2|32|150000|2|1|1
3585997|1|2|53|150000|5|3|2
3625726|1|2|45|150000|3|2|1
3640474|1|2|55|150000|6|4|2
3641306|1|2|56|150000|4|4|0
3647710|1|2|55|150000|4|3|1
3722673|1|2|66|150000|5|3|2
3727430|1|2|55|150000|6|4|2
3728120|1|2|64|150000|4|4|0
3741439|1|2|49|150000|6|4|2
3783648|1|2|57|150000|6|4|2
3812684|1|2|62|150000|5|5|0
3884437|1|2|53|150000|3|3|0
3887988|1|2|55|150000|4|3|1
3910299|1|2|66|150000|4|3|1
3956662|1|2|61|150000|5|3|2
3957848|1|2|70|150000|2|2|0
3965492|1|2|63|150000|4|3|1
4033440|1|2|54|150000|8|5|3
4065507|1|2|46|150000|6|3|3
4066023|1|2|48|150000|6|4|2
4076308|1|2|58|150000|6|6|0
4112101|1|2|48|150000|4|2|2
4335436|1|2|51|150000|6|2|4
4362242|1|2|54|150000|5|2|3
4397548|1|2|58|150000|3|3|0
4441119|1|2|48|150000|5|3|2
4470878|1|2|54|150000|3|3|0
4483300|1|2|58|150000|7|4|3
4582728|1|2|53|150000|6|4|2
4620932|1|2|42|150000|3|2|1
4657493|1|2|70|150000|2|2|0
4657831|1|2|49|150000|4|3|1
4703835|1|2|48|150000|5|2|3
4723833|1|2|54|150000|6|4|2
4796918|1|2|72|150000|5|4|1
4893553|1|2|38|150000|4|2|2
5162637|1|2|26|150000|4|3|1
5204921|1|2|60|150000|6|4|2
5225863|1|2|27|150000|6|4|2
5243159|1|2|56|150000|6|5|2
5303865|1|2|42|150000|3|2|1
5306782|1|2|56|150000|5|3|3
5342790|1|2|65|150000|5|4|1
5343234|1|2|30|150000|6|6|0
5399791|1|2|48|150000|6|4|2
5438774|1|2|70|150000|5|4|1
5438898|1|2|63|150000|4|3|1
5447628|1|2|62|150000|2|2|0
5481908|1|2|51|150000|2|1|1
5538726|1|2|35|150000|8|5|3
5580439|1|2|62|150000|3|2|1
5627219|1|2|48|150000|4|2|2
5660818|1|2|52|150000|3|3|0
5700158|1|2|72|150000|3|2|1
5742911|1|2|68|150000|3|2|1
5816916|1|2|60|150000|5|3|2
5852446|1|2|53|150000|5|2|3
5856840|1|2|32|150000|3|3|0
5939129|1|2|34|150000|4|3|1
6024499|1|2|40|150000|3|2|1
6055220|1|2|28|150000|3|3|0
6228160|1|2|33|150000|6|6|0
6242440|1|2|52|150000|3|2|1
6632032|1|2|61|150000|3|2|1
6657831|1|2|73|150000|3|2|1
6859292|1|2|48|150000|4|2|2
6869998|1|2|49|150000|1|1|0
6887809|1|2|59|150000|5|5|0
7252971|1|2|38|150000|6|5|1
7399847|1|2|23|150000|8|4|4
7596345|1|2|38|150000|3|2|1
7811920|1|2|43|150000|5|3|2
7843328|1|2|71|150000|3|3|0
7854533|1|2|40|150000|2|2|0
7881696|1|2|68|150000|6|5|1
7896424|1|2|51|150000|3|2|1
7957775|1|2|36|150000|5|3|2
8038053|1|2|23|150000|3|2|1
8484123|1|2|45|150000|2|2|0
8544804|1|2|66|150000|3|2|1
8565113|1|2|56|150000|3|2|1
8603173|1|2|57|150000|5|5|0
8662290|1|2|43|150000|3|3|0
8738497|1|2|49|150000|4|3|1
8761887|1|2|58|150000|2|2|0
8798712|1|2|42|150000|3|2|1
8935281|1|2|43|150000|3|3|0
8958240|1|2|62|150000|7|4|3
8958530|1|2|70|150000|5|5|1
8965619|1|2|66|150000|4|3|1
8973827|1|2|78|150000|5|3|2
8973975|1|2|69|150000|3|3|0
8976004|1|2|63|150000|3|2|1
9018049|1|2|52|150000|5|3|2
9096342|1|2|69|150000|3|2|1
9098005|1|2|24|150000|9|6|3
9105066|1|2|40|150000|7|6|1
9120267|1|2|58|150000|4|4|0
9123304|1|2|72|150000|3|3|0
9127859|1|2|44|150000|4|4|2
9143453|1|2|58|150000|5|3|2
9144083|1|2|70|150000|4|3|1
9151131|1|2|58|150000|5|3|2
9158240|1|2|63|150000|6|6|0
9210899|1|2|50|150000|3|3|0
9219542|1|2|43|150000|6|2|4
9258703|1|2|52|150000|6|3|3
9425633|1|2|38|150000|4|2|2
9510473|1|2|65|150000|4|4|0
9518790|1|2|49|150000|4|2|2
9527169|1|2|66|150000|8|5|3
9575530|1|2|73|150000|3|3|0
9575549|1|2|34|150000|1|1|0
9829990|1|2|35|150000|7|5|2
10016878|1|2|54|150000|4|2|2
10025558|1|2|58|150000|4|2|2
10243711|1|2|58|150000|5|4|1
11727271|1|2|43|150000|3|2|1
11756744|1|2|36|150000|1|1|0
14394807|1|2|38|150000|4|3|1
6917465|1|3|||||
638426|1|3|39|10000|2|1|1
2182634|1|3|40|10000|2|1|1
2293350|1|3|32|10000|1|1|0
3848187|1|3|32|10000|1|1|0
4302927|1|3|66|10000|3|3|0
4642733|1|3|32|10000|1|1|0
4819335|1|3|42|10000|1|1|0
5195519|1|3|31|10000|1|1|0
5538164|1|3|26|10000|1|1|0
5869778|1|3|38|10000|1|1|0
7886273|1|3|33|10000|1|1|0
8817163|1|3|33|10000|1|1|0
13221747|1|3|33|10000|||
246231|1|3|36|17500|3|2|1
4496114|1|3|44|17500|3|2|1
5916516|1|3|78|17500|1|1|0
6222106|1|3|33|17500|1|1|0
6379254|1|3|26|17500|4|4|0
6819284|1|3|75|17500|2|2|0
7880474|1|3|57|17500|||
8290773|1|3|39|17500|2|1|1
13461015|1|3|40|17500|3|2|1
14288060|1|3|32|17500|1|1|0
1167047|1|3|84|25000|2|2|0
1264766|1|3|62|25000|4|2|2
2180540|1|3|36|25000|1|1|0
2299586|1|3|42|25000|3|2|1
2305785|1|3|24|25000|9|6|3
3057854|1|3|36|25000|2|2|0
3533457|1|3|25|25000|1|1|0
4038647|1|3|52|25000|6|5|1
4452508|1|3|36|25000|4|3|1
4541204|1|3|42|25000|1|1|0
4677576|1|3|55|25000|7|4|3
4834769|1|3|39|25000|1|1|0
5360103|1|3|55|25000|4|4|0
5371782|1|3|63|25000|3|2|1
5705520|1|3||25000|||
5716760|1|3|57|25000|2|2|0
5761815|1|3|64|25000|5|5|0
6009719|1|3|36|25000|3|2|1
6819271|1|3|61|25000|4|3|1
6903213|1|3|47|25000|6|6|1
7960407|1|3|60|25000|1|1|0
8188403|1|3|64|25000|||
8716907|1|3|61|25000|5|5|0
8873353|1|3|78|25000|2|2|0
9051130|1|3|64|25000|4|3|1
9057854|1|3|65|25000|6|5|1
9065288|1|3|28|25000|5|5|0
9065387|1|3|47|25000|3|1|2
9076877|1|3|76|25000|4|4|0
9161969|1|3|51|25000|3|2|1
9280372|1|3|46|25000|4|2|2
9489427|1|3|52|25000|2|2|0
9894731|1|3|55|25000|2|2|0
14421771|1|3|50|25000|5|4|1
284582|1|3|58|35000|5|4|1
374792|1|3|69|35000|5|4|1
495825|1|3|37|35000|2|1|1
759456|1|3|41|35000|4|2|2
998395|1|3|40|35000|3|2|1
1416671|1|3|29|35000|2|1|1
2233848|1|3|50|35000|4|3|1
2494963|1|3|42|35000|4|3|1
2781670|1|3|52|35000|4|4|2
2912679|1|3|34|35000|1|1|0
3182681|1|3|36|35000|2|2|0
3260259|1|3|66|35000|2|2|0
4354118|1|3|62|35000|4|1|3
4440106|1|3|74|35000|5|5|0
4473589|1|3|74|35000|5|5|0
4510369|1|3|68|35000|3|2|1
4570655|1|3|62|35000|3|2|1
4632487|1|3|58|35000|2|1|1
4649134|1|3|41|35000|3|2|1
5106509|1|3|32|35000|3|2|1
5392836|1|3|66|35000|5|4|1
5394654|1|3|72|35000|3|3|0
5592434|1|3|64|35000|3|3|0
5731850|1|3|30|35000|3|3|0
5750849|1|3|49|35000|3|3|1
5926410|1|3|59|35000|7|6|1
6017500|1|3|36|35000|4|3|1
6660075|1|3|74|35000|1|1|0
7225973|1|3|31|35000|2|2|0
7959479|1|3|51|35000|2|2|0
7974530|1|3|40|35000|2|1|1
8087263|1|3|33|35000|2|2|0
8100792|1|3|63|35000|4|4|0
8717389|1|3|74|35000|7|5|2
8752780|1|3|47|35000|4|4|0
8884143|1|3|72|35000|4|4|0
9057833|1|3|61|35000|4|4|0
9060264|1|3|66|35000|4|4|0
9075314|1|3|78|35000|3|3|0
9093027|1|3|76|35000|3|2|1
9154899|1|3|76|35000|3|2|1
9290454|1|3|46|35000|6|3|3
9467565|1|3|79|35000|4|4|0
9507661|1|3|45|35000|3|2|1
9524514|1|3|45|35000|4|3|1
9632767|1|3|36|35000|3|2|1
10094484|1|3|74|35000|3|3|0
10886030|1|3|40|35000|1|1|0
11999230|1|3|50|35000|6|5|1
12991305|1|3|43|35000|5|5|0
13746206|1|3|27|35000|6|4|2
180599|1|3|71|45000|4|4|0
493619|1|3|51|45000|3|3|1
1061815|1|3|38|45000|3|2|1
1381376|1|3|49|45000|5|3|2
1476455|1|3|41|45000|4|2|2
1699557|1|3|29|45000|1|1|0
1782829|1|3|64|45000|2|2|0
1814654|1|3|38|45000|1|1|0
2362382|1|3|32|45000|2|1|1
2587884|1|3|42|45000|3|2|1
3220971|1|3|35|45000|4|3|2
3596546|1|3|71|45000|3|3|0
3741466|1|3|44|45000|6|4|2
3779096|1|3|32|45000|3|2|1
3835232|1|3|43|45000|7|4|3
4025574|1|3|59|45000|5|4|1
4055161|1|3|84|45000|4|4|0
4078040|1|3|72|45000|1|1|0
4143785|1|3|47|45000|3|2|1
4177083|1|3|81|45000|1|1|0
4578548|1|3|58|45000|2|1|1
4651283|1|3|69|45000|1|1|0
4652860|1|3|44|45000|3|2|1
4673376|1|3|65|45000|4|4|0
4682964|1|3|75|45000|4|4|0
4686334|1|3|56|45000|2|2|0
4687324|1|3|51|45000|5|4|1
4698742|1|3|42|45000|6|2|4
5222027|1|3|51|45000|2|2|0
5246150|1|3|59|45000|3|2|1
5308833|1|3|44|45000|2|2|0
5487035|1|3|62|45000|3|2|1
5700360|1|3|55|45000|2|1|1
5701418|1|3|36|45000|8|6|2
5711136|1|3|46|45000|4|2|2
5738625|1|3|70|45000|4|2|2
5823872|1|3|80|45000|3|3|0
5897754|1|3|33|45000|3|2|1
5942280|1|3|89|45000|4|3|1
5942292|1|3|47|45000|2|1|1
5991607|1|3|57|45000|4|3|1
6092951|1|3|41|45000|1|1|0
6492679|1|3|34|45000|3|2|1
6658674|1|3|49|45000|2|1|1
6673113|1|3|64|45000|4|3|1
6829665|1|3|61|45000|1|1|0
6852432|1|3|41|45000|2|1|1
6852522|1|3|60|45000|3|3|0
6856831|1|3|45|45000|3|2|1
7092896|1|3|27|45000|8|4|4
7520061|1|3|66|45000|2|2|0
7725336|1|3|68|45000|5|5|1
7838658|1|3|40|45000|4|2|2
7878193|1|3|40|45000|5|2|3
8000979|1|3|70|45000|4|4|0
8017157|1|3|100|45000|4|4|0
8079890|1|3|60|45000|3|2|1
8329461|1|3|74|45000|5|4|1
8369026|1|3|76|45000|2|2|0
8453201|1|3|47|45000|1|1|0
8526399|1|3|30|45000|2|2|0
8691736|1|3|44|45000|4|2|2
8693291|1|3|39|45000|2|2|0
8749012|1|3|68|45000|6|5|1
9020735|1|3|39|45000|2|2|0
9049432|1|3|76|45000|4|4|0
9059497|1|3|62|45000|4|4|0
9063827|1|3|55|45000|2|2|0
9065032|1|3|58|45000|2|1|1
9069277|1|3|76|45000|2|2|0
9076266|1|3|74|45000|4|3|1
9080098|1|3|59|45000|5|4|1
9207031|1|3|70|45000|3|3|0
9218179|1|3|40|45000|2|1|1
9694162|1|3|57|45000|4|3|1
9799483|1|3|45|45000|1|1|0
9871441|1|3|78|45000|3|3|0
9960931|1|3|76|45000|1|1|0
27134|1|3|52|62500|3|3|0
64420|1|3|48|62500|3|2|1
284390|1|3|42|62500|5|2|3
316398|1|3|41|62500|5|2|3
374224|1|3|76|62500|5|3|2
400817|1|3|36|62500|2|2|0
512067|1|3|58|62500|4|4|0
619779|1|3|69|62500|5|5|0
620595|1|3|45|62500|5|4|3
914301|1|3|58|62500|2|1|1
1062318|1|3|63|62500|4|4|0
1125940|1|3|64|62500|3|2|1
1165687|1|3|34|62500|3|2|1
1275965|1|3|46|62500|3|2|1
1282978|1|3|36|62500|2|2|0
1376740|1|3|44|62500|6|2|4
1399235|1|3|49|62500|2|2|0
