HH|DECILE|ZONE_NBR|HOH_AGE|HH_INCOME|HH_SIZE|HH_ADULTS|HH_CHILDREN
2320492|2|12|50|112500|7|6|2
2366508|2|12|52|112500|2|2|0
2419789|2|12|65|112500|3|2|1
2529981|2|12|50|112500|3|2|1
2636908|2|12|45|112500|4|2|2
2926632|2|12|63|112500|2|1|1
3105251|2|12|56|112500|2|1|1
3261877|2|12|67|112500|3|3|0
3667386|2|12|68|112500|3|3|0
3710737|2|12|48|112500|2|2|0
3727530|2|12|51|112500|||
3781370|2|12|66|112500|1|1|0
3781789|2|12|34|112500|2|2|0
3809200|2|12|42|112500|||
3833056|2|12|85|112500|3|3|0
4182617|2|12|47|112500|2|2|0
4293033|2|12|40|112500|2|1|1
5158944|2|12|38|112500|1|1|0
5336624|2|12|56|112500|||
5427454|2|12|70|112500|6|5|1
6070417|2|12||112500|||
6144290|2|12|82|112500|4|4|0
6180612|2|12|37|112500|4|4|0
6302924|2|12|76|112500|2|2|0
6310106|2|12|27|112500|4|3|1
6536738|2|12|35|112500|2|2|1
6941791|2|12|45|112500|4|4|0
7150722|2|12|55|112500|4|3|1
7473069|2|12|53|112500|4|2|2
8345553|2|12|72|112500|5|5|0
8504849|2|12|37|112500|2|2|0
8797249|2|12|54|112500|2|2|0
8932569|2|12|57|112500|3|2|1
9115877|2|12|68|112500|5|4|1
9677340|2|12|60|112500|1|1|0
9892788|2|12|43|112500|3|2|1
9905077|2|12|57|112500|5|4|1
9927515|2|12|56|112500|3|2|1
9958476|2|12|37|112500|6|3|3
10461278|2|12|65|112500|2|2|0
10621586|2|12|42|112500|1|1|0
10793779|2|12|24|112500|1|1|0
11079031|2|12|28|112500|||
12095073|2|12|32|112500|1|1|0
12429646|2|12|28|112500|3|2|1
12660871|2|12|37|112500|2|2|0
9894|2|12|38|150000|5|5|0
18814|2|12|64|150000|4|3|1
33142|2|12|58|150000|3|3|0
35253|2|12|80|150000|3|3|0
55222|2|12|72|150000|4|4|0
58953|2|12|40|150000|1|1|0
59678|2|12|53|150000|5|3|2
82356|2|12|37|150000|2|2|0
125997|2|12|44|150000|3|2|1
185116|2|12|54|150000|2|2|0
232392|2|12|57|150000|2|1|1
301902|2|12|63|150000|5|4|1
326526|2|12|74|150000|4|3|1
431699|2|12|68|150000|2|2|0
442973|2|12|63|150000|3|3|0
480545|2|12|51|150000|3|2|1
587431|2|12|48|150000|3|2|1
605922|2|12|54|150000|2|2|0
647677|2|12|64|150000|5|5|0
695265|2|12|40|150000|3|2|1
958825|2|12|74|150000|4|4|0
1020768|2|12|62|150000|3|2|1
1021645|2|12|49|150000|4|2|2
1024533|2|12|92|150000|2|2|0
1058998|2|12|46|150000|5|4|1
1087129|2|12|66|150000|6|5|1
1142741|2|12|64|150000|4|4|0
1166917|2|12|72|150000|7|5|2
1207598|2|12|58|150000|4|3|1
1246168|2|12|54|150000|3|2|1
1356832|2|12|34|150000|1|1|0
1435618|2|12|57|150000|2|2|0
1463127|2|12|45|150000|||
1490966|2|12|49|150000|7|5|2
1627820|2|12|63|150000|1|1|0
1704978|2|12|63|150000|1|1|0
1724288|2|12|28|150000|5|3|2
1724525|2|12|73|150000|5|5|0
2009616|2|12|68|150000|5|5|0
2011560|2|12|41|150000|1|1|0
2019901|2|12|62|150000|2|2|0
2116613|2|12|55|150000|2|2|0
2126209|2|12|30|150000|4|4|0
2195907|2|12|27|150000|2|2|0
2218615|2|12|64|150000|3|3|0
2246161|2|12|54|150000|4|2|2
2264529|2|12|47|150000|2|2|0
2285859|2|12|44|150000|4|2|2
2291307|2|12|63|150000|2|2|0
2317681|2|12|46|150000|3|2|1
2325379|2|12|65|150000|6|5|1
2344966|2|12|69|150000|3|3|0
2350984|2|12|44|150000|2|1|1
2388130|2|12|56|150000|3|3|0
2403595|2|12|58|150000|1|1|0
2457401|2|12|52|150000|4|4|1
2460355|2|12|56|150000|7|6|1
2478725|2|12|55|150000|5|3|2
2521780|2|12|42|150000|4|2|2
2550427|2|12|82|150000|4|3|1
2665622|2|12|63|150000|5|4|1
2712014|2|12|32|150000|3|2|1
2774744|2|12|53|150000|4|2|2
2813652|2|12|52|150000|3|2|1
2844661|2|12|32|150000|7|6|1
2856167|2|12|59|150000|3|3|0
2931532|2|12|49|150000|3|2|1
3017897|2|12|53|150000|4|4|0
3038933|2|12|55|150000|3|3|0
3099538|2|12|36|150000|3|2|1
3119478|2|12|61|150000|2|2|0
3178323|2|12|73|150000|4|4|0
3264463|2|12|61|150000|4|4|0
3285873|2|12|69|150000|5|5|0
3307804|2|12|49|150000|3|3|0
3362770|2|12|42|150000|5|2|3
3417102|2|12|44|150000|3|2|1
3536238|2|12|60|150000|2|2|0
3585920|2|12|55|150000|1|1|0
3595080|2|12|82|150000|5|4|1
3596415|2|12|83|150000|2|2|0
3613417|2|12|55|150000|3|2|1
3614880|2|12|70|150000|3|2|1
3630278|2|12|55|150000|4|3|1
3631199|2|12|56|150000|5|3|2
3632123|2|12|39|150000|7|6|1
3659617|2|12|57|150000|3|2|1
3669539|2|12|67|150000|4|4|0
3691862|2|12|68|150000|2|1|1
3762488|2|12|63|150000|4|3|1
3781716|2|12|75|150000|2|2|0
3787964|2|12|56|150000|3|2|1
3794277|2|12|75|150000|2|2|0
3812698|2|12|58|150000|4|3|1
3812834|2|12|71|150000|6|5|1
3822890|2|12|53|150000|4|1|3
3890039|2|12|34|150000|1|1|0
3900736|2|12|41|150000|4|2|2
3909348|2|12|51|150000|8|4|4
3943741|2|12|61|150000|2|2|0
3963142|2|12|46|150000|5|4|1
4037796|2|12|50|150000|3|2|1
4144845|2|12|46|150000|4|2|2
4276401|2|12|68|150000|1|1|0
4287417|2|12|56|150000|5|3|2
4383019|2|12|42|150000|4|2|2
4572975|2|12|33|150000|2|2|0
4783315|2|12|63|150000|7|5|2
4866070|2|12|48|150000|4|3|1
4886383|2|12|36|150000|2|2|0
5182474|2|12|58|150000|3|3|0
5509700|2|12|42|150000|1|1|0
5844542|2|12|38|150000|4|4|1
6155553|2|12|76|150000|1|1|0
6171562|2|12|66|150000|3|3|0
6177376|2|12|50|150000|5|4|1
6198812|2|12|37|150000|3|2|1
6242617|2|12|62|150000|4|4|0
6283843|2|12|31|150000|6|5|1
6290025|2|12|71|150000|5|5|0
6479062|2|12|32|150000|2|2|0
6494262|2|12|44|150000|3|2|1
6577174|2|12|71|150000|1|1|0
6580102|2|12|44|150000|3|3|0
6613299|2|12|71|150000|3|3|0
6621111|2|12|62|150000|5|4|1
6702686|2|12|24|150000|6|5|1
6728407|2|12|68|150000|3|3|0
6773369|2|12|62|150000|3|3|0
6775556|2|12|50|150000|3|2|1
6780526|2|12|55|150000|2|2|0
6836385|2|12|62|150000|2|2|0
6922619|2|12|24|150000|1|1|0
7311522|2|12|41|150000|6|3|3
7397675|2|12|48|150000|2|1|1
7613689|2|12|44|150000|||
7620730|2|12|73|150000|3|3|0
7691614|2|12|68|150000|4|4|0
7743908|2|12|66|150000|1|1|0
7797163|2|12|49|150000|2|1|1
7925210|2|12|35|150000|2|2|0
8138441|2|12|48|150000|3|2|1
8164175|2|12|36|150000|3|3|0
8167033|2|12|34|150000|1|1|0
8225129|2|12|62|150000|1|1|0
8262716|2|12|83|150000|3|3|0
8360071|2|12|59|150000|2|2|0
8442102|2|12|53|150000|5|4|1
8525898|2|12|83|150000|1|1|0
8601365|2|12|59|150000|3|2|1
8877537|2|12|61|150000|3|2|1
8900947|2|12|32|150000|6|5|1
8919301|2|12|75|150000|5|4|1
8943312|2|12|62|150000|5|4|1
8943417|2|12|68|150000|4|4|0
8988408|2|12|54|150000|5|4|2
8989562|2|12|37|150000|1|1|0
9222781|2|12|58|150000|5|4|1
9258528|2|12|64|150000|4|3|1
9312763|2|12|61|150000|2|2|0
9329603|2|12|35|150000|4|4|0
9385738|2|12|62|150000|6|4|2
9430196|2|12|68|150000|3|3|0
9441674|2|12|68|150000|3|1|2
9733628|2|12|39|150000|2|2|0
9812880|2|12|31|150000|1|1|0
9908972|2|12|58|150000|2|2|0
9931267|2|12|70|150000|5|4|1
9957779|2|12|70|150000|4|3|1
9978390|2|12|52|150000|4|3|1
10038326|2|12|67|150000|2|1|1
10042510|2|12|57|150000|4|4|0
10090726|2|12|35|150000|2|1|1
10097382|2|12|60|150000|3|2|1
10562089|2|12|30|150000|4|4|0
10597265|2|12|55|150000|3|2|1
10602524|2|12|57|150000|2|2|0
10859975|2|12|37|150000|4|2|2
11476160|2|12|48|150000|2|2|0
11820755|2|12|25|150000|1|1|0
12452510|2|12|31|150000|||
12744106|2|12|45|150000|3|2|1
12997520|2|12|44|150000|5|3|2
13717853|2|12|41|150000|||
14108009|2|12|38|150000|4|4|1
14165793|2|12|63|150000|3|2|1
14203236|2|12|67|150000|3|2|1
14522438|2|12|50|150000|8|4|4
14579398|2|12|60|150000|6|4|2
11469792|2|30|||||
12155316|2|30|||||
2764370|2|30|81|10000|||
4611369|2|30|76|10000|1|1|0
12092832|2|30|67|10000|1|1|0
1657619|2|30|30|17500|1|1|0
10924634|2|30|35|17500|1|1|0
3501791|2|30|45|25000|3|2|1
4465463|2|30|54|25000|1|1|0
8475512|2|30|53|25000|2|2|0
12874142|2|30|28|25000|3|2|1
14071022|2|30||25000|||
3719309|2|30|60|35000|4|2|2
9244571|2|30|86|35000|2|2|0
10804743|2|30|27|35000|||
11136112|2|30|25|35000|1|1|0
13033955|2|30|33|35000|2|2|0
153136|2|30|41|45000|2|2|0
2717310|2|30|34|45000|1|1|0
3010702|2|30|70|45000|5|4|1
3290985|2|30|29|45000|1|1|0
6490076|2|30|50|45000|1|1|0
7129010|2|30|35|45000|2|2|0
9836650|2|30|30|45000|2|1|1
11809907|2|30|54|45000|4|4|0
65173|2|30|37|62500|3|2|1
947237|2|30|40|62500|1|1|0
1889744|2|30|52|62500|4|2|2
2585182|2|30|24|62500|2|1|1
2590289|2|30|36|62500|2|2|0
2606384|2|30|53|62500|3|2|1
2772261|2|30|50|62500|1|1|0
2878136|2|30|39|62500|3|2|1
3161361|2|30|35|62500|2|2|0
3540056|2|30|52|62500|6|2|4
3597057|2|30|84|62500|2|2|0
3726511|2|30|39|62500|1|1|0
3809780|2|30|39|62500|2|1|1
3979555|2|30|40|62500|1|1|0
4481824|2|30|65|62500|5|5|0
4534656|2|30|44|62500|3|2|1
5222828|2|30|25|62500|||
5264453|2|30|59|62500|1|1|0
5446958|2|30|79|62500|3|2|1
5741412|2|30|75|62500|3|3|0
6899211|2|30|43|62500|2|2|0
7258194|2|30|38|62500|1|1|0
7529975|2|30|40|62500|4|4|0
7627159|2|30|39|62500|1|1|0
7645885|2|30|50|62500|1|1|0
7704625|2|30|55|62500|3|2|1
7772789|2|30|57|62500|3|2|1
8611174|2|30|59|62500|2|1|1
8816845|2|30|38|62500|2|2|0
9977210|2|30|64|62500|1|1|0
10555759|2|30|30|62500|2|2|0
11006941|2|30|39|62500|1|1|0
11643374|2|30|35|62500|1|1|0
12209310|2|30|36|62500|2|2|0
12225286|2|30|65|62500|5|4|1
12557751|2|30|64|62500|1|1|0
13664106|2|30|36|62500|1|1|0
69597|2|30|26|87500|1|1|0
1153074|2|30|47|87500|2|2|0
1451549|2|30|25|87500|1|1|0
2413098|2|30|58|87500|4|3|1
2702743|2|30|40|87500|3|2|1
2818314|2|30|52|87500|1|1|0
2932749|2|30|56|87500|4|3|1
3021649|2|30|65|87500|4|4|0
3213111|2|30|73|87500|5|5|0
3279127|2|30|54|87500|3|2|1
3721893|2|30|43|87500|2|2|0
4217409|2|30|37|87500|3|2|1
4401969|2|30|71|87500|3|3|0
4612903|2|30|49|87500|4|4|0
5175766|2|30|58|87500|7|5|2
5176053|2|30|60|87500|2|2|0
5591075|2|30|60|87500|3|2|1
5620031|2|30|54|87500|2|2|0
6237486|2|30|68|87500|1|1|0
6719857|2|30|45|87500|2|2|0
7364717|2|30|43|87500|3|2|1
7901891|2|30|55|87500|4|2|2
8529386|2|30|49|87500|6|4|2
8644362|2|30|26|87500|1|1|0
8654519|2|30|69|87500|4|3|1
8932375|2|30|58|87500|6|4|2
9151279|2|30|38|87500|5|4|1
9277266|2|30|35|87500|4|3|1
9651029|2|30|33|87500|1|1|0
11175712|2|30|58|87500|4|3|1
11574363|2|30|73|87500|4|4|0
11626334|2|30|32|87500|3|2|1
11626414|2|30|53|87500|2|2|0
11645878|2|30|49|87500|4|3|1
12084376|2|30|48|87500|5|5|0
12174539|2|30|59|87500|3|2|1
12222910|2|30|42|87500|3|2|1
12223734|2|30|61|87500|2|2|0
13259227|2|30|30|87500|3|2|1
13413119|2|30|47|87500|5|3|2
13442951|2|30|42|87500|2|1|1
13523930|2|30|57|87500|6|4|2
44389|2|30|32|112500|3|3|0
1097500|2|30|79|112500|3|3|1
1145647|2|30||112500|||
1327897|2|30|46|112500|2|2|0
1871937|2|30|59|112500|3|2|1
2615732|2|30|48|112500|4|2|2
2662509|2|30|34|112500|2|1|1
2814851|2|30|40|112500|3|3|0
3160020|2|30|38|112500|6|6|0
3583486|2|30|72|112500|2|2|0
3834493|2|30|43|112500|1|1|0
3868324|2|30|28|112500|1|1|0
4491772|2|30|26|112500|8|4|4
6348290|2|30|70|112500|3|3|0
7372363|2|30|40|112500|2|2|0
7485916|2|30|45|112500|2|2|0
7695125|2|30|63|112500|3|3|0
8293806|2|30|54|112500|3|2|1
9694529|2|30|39|112500|3|2|1
10470772|2|30|63|112500|4|3|1
11175600|2|30||112500|||
11629414|2|30|52|112500|2|2|0
12158435|2|30|75|112500|||
12197547|2|30|66|112500|1|1|0
12213358|2|30|33|112500|3|2|1
13376740|2|30|63|112500|1|1|0
13400511|2|30|46|112500|3|2|1
13435479|2|30|57|112500|3|2|1
13544922|2|30|59|112500|3|2|1
11197|2|30|59|150000|4|3|1
73541|2|30|41|150000|3|2|1
455130|2|30|36|150000|5|3|2
1001420|2|30|71|150000|5|4|1
1026730|2|30|62|150000|4|3|1
1125708|2|30|37|150000|3|2|1
1131825|2|30|55|150000|3|1|2
1169221|2|30|51|150000|4|3|1
1844543|2|30|28|150000|1|1|0
2116373|2|30|64|150000|3|3|0
2262232|2|30|60|150000|3|3|0
2571375|2|30|51|150000|3|2|1
2702932|2|30|34|150000|1|1|0
2707694|2|30|62|150000|5|4|1
2711349|2|30|33|150000|3|3|0
2838623|2|30|70|150000|2|2|0
2928549|2|30|60|150000|2|2|0
2935647|2|30|49|150000|4|2|2
3127178|2|30|34|150000|||
3175982|2|30|30|150000|2|2|0
3614352|2|30|47|150000|1|1|0
3638079|2|30|60|150000|4|4|0
3750005|2|30|54|150000|4|3|1
3991319|2|30|49|150000|3|2|1
4031925|2|30|33|150000|4|3|1
4072119|2|30|54|150000|5|4|2
4153289|2|30|73|150000|6|5|1
4259025|2|30|48|150000|4|2|2
4344087|2|30|61|150000|2|2|0
4546979|2|30|61|150000|3|2|1
4668542|2|30|66|150000|2|2|0
5378944|2|30|58|150000|3|3|0
5574177|2|30|54|150000|4|1|3
5734071|2|30|32|150000|2|2|0
6002822|2|30|60|150000|1|1|0
6039661|2|30|64|150000|6|5|1
6065229|2|30|55|150000|2|2|0
6213049|2|30|50|150000|4|3|1
6464277|2|30|52|150000|4|4|0
6513834|2|30|33|150000|2|1|1
6515122|2|30|64|150000|3|3|0
6587542|2|30|68|150000|3|3|0
6604566|2|30|62|150000|3|3|0
6636379|2|30|43|150000|3|2|1
6698045|2|30|33|150000|1|1|0
6875391|2|30|50|150000|7|4|3
7147789|2|30|65|150000|5|4|1
7387085|2|30|50|150000|1|1|0
7429689|2|30|55|150000|3|2|1
7612986|2|30|53|150000|1|1|0
7764282|2|30|53|150000|5|3|2
7902389|2|30|31|150000|5|3|2
8017426|2|30|51|150000|5|4|1
8021733|2|30|51|150000|3|3|0
8108632|2|30|66|150000|5|5|0
8171895|2|30|68|150000|2|2|0
8194058|2|30|76|150000|4|4|0
8332749|2|30|38|150000|3|2|1
8594842|2|30|58|150000|8|4|4
8595752|2|30|28|150000|5|5|0
8635575|2|30|37|150000|3|2|1
8647817|2|30|34|150000|2|2|0
8681523|2|30|79|150000|4|4|0
8958263|2|30|57|150000|7|4|3
9181645|2|30|54|150000|4|3|1
9385089|2|30|45|150000|6|3|3
9442779|2|30|63|150000|2|2|0
9447821|2|30|32|150000|2|2|0
9655411|2|30|55|150000|2|2|0
9670223|2|30|56|150000|4|2|2
9686121|2|30|27|150000|3|2|1
9757529|2|30|50|150000|4|4|2
9943344|2|30|56|150000|4|3|1
10016174|2|30|34|150000|1|1|0
10082604|2|30|63|150000|3|3|0
10126048|2|30|40|150000|3|2|1
10554175|2|30|48|150000|6|6|0
10592479|2|30|36|150000|2|2|0
10596415|2|30|57|150000|2|1|1
10976690|2|30|29|150000|||
11188007|2|30|37|150000|1|1|0
11275411|2|30|29|150000|3|3|0
11302382|2|30|43|150000|1|1|0
11436632|2|30|55|150000|||
11457520|2|30|37|150000|2|2|0
11464504|2|30|43|150000|2|2|0
11570291|2|30|39|150000|2|1|1
11576571|2|30|50|150000|6|6|0
11582979|2|30|45|150000|4|2|2
11976677|2|30|40|150000|2|2|0
12082752|2|30|42|150000|2|2|0
12101275|2|30|80|150000|6|6|0
12109099|2|30|46|150000|5|4|1
12144915|2|30|46|150000|2|2|0
12150803|2|30|34|150000|2|2|0
12175323|2|30|27|150000|2|2|0
12191523|2|30|51|150000|3|2|1
12222750|2|30|31|150000|1|1|0
12236254|2|30|55|150000|2|2|0
12682855|2|30|30|150000|3|2|1
13019859|2|30|67|150000|5|4|1
13025195|2|30|25|150000|6|6|0
13036523|2|30|69|150000|5|3|2
13047571|2|30|49|150000|4|2|2
13287107|2|30|23|150000|4|4|0
13423431|2|30|53|150000|4|3|1
13662354|2|30|54|150000|3|2|1
13664050|2|30|51|150000|||
13666626|2|30|52|150000|4|3|1
13937611|2|30|20|150000|||
14245156|2|30|33|150000|||
14476530|2|30|30|150000|4|3|1
2374579|3|1|38||||
12315955|3|1|||||
12414078|3|1|||||
1825358|3|1|64|10000|2|1|1
2621746|3|1|41|10000|1|1|0
3213359|3|1|26|10000|||
4467375|3|1||10000|||
4475405|3|1|60|10000|2|2|0
4800894|3|1|80|10000|6|6|0
5170770|3|1|76|10000|2|1|1
5494692|3|1|62|10000|1|1|0
5747447|3|1|56|10000|3|2|1
6644751|3|1|71|10000|2|2|0
6677473|3|1|86|10000|1|1|0
6691191|3|1|78|10000|1|1|0
6713115|3|1|32|10000|1|1|0
7304738|3|1|46|10000|||
7599337|3|1|28|10000|1|1|0
7876403|3|1|39|10000|2|1|1
8917972|3|1|30|10000|1|1|0
9667957|3|1|37|10000|||
9893723|3|1|28|10000|3|1|2
352363|3|1|88|17500|2|2|0
394158|3|1||17500|||
565925|3|1|84|17500|4|4|0
943270|3|1|99|17500|1|1|0
975941|3|1|73|17500|3|3|0
2934233|3|1|39|17500|1|1|0
3763640|3|1|43|17500|1|1|0
4558951|3|1|72|17500|1|1|0
5314755|3|1|73|17500|5|5|0
5739805|3|1|92|17500|1|1|0
6428018|3|1|27|17500|1|1|0
6677595|3|1|23|17500|||
7098520|3|1|40|17500|3|2|1
8101499|3|1|47|17500|5|2|3
8320723|3|1|97|17500|2|2|0
8486166|3|1|32|17500|1|1|0
8809251|3|1|69|17500|3|2|1
9413030|3|1|24|17500|1|1|0
9460857|3|1|36|17500|1|1|0
11997917|3|1|25|17500|2|1|1
1225672|3|1|88|25000|2|2|0
1229298|3|1|25|25000|1|1|0
1847552|3|1|32|25000|1|1|0
1867269|3|1|48|25000|3|2|1
1872589|3|1|87|25000|4|4|0
2114955|3|1|71|25000|5|4|1
2131512|3|1|91|25000|4|3|1
2280541|3|1|35|25000|2|1|1
2289469|3|1|83|25000|2|2|0
2366906|3|1|41|25000|2|1|1
2520274|3|1|62|25000|2|1|1
4003525|3|1|81|25000|3|3|0
4166515|3|1|70|25000|||
4198870|3|1|51|25000|2|2|0
4256191|3|1|57|25000|3|2|1
4345768|3|1||25000|||
4594676|3|1|65|25000|3|2|1
4617371|3|1|42|25000|5|5|0
4859187|3|1|31|25000|1|1|0
5326005|3|1|44|25000|1|1|0
5443354|3|1|85|25000|2|2|0
5575187|3|1|57|25000|3|3|0
5767843|3|1|69|25000|3|3|0
5781447|3|1|63|25000|2|1|1
5781994|3|1|47|25000|2|2|0
5892910|3|1|85|25000|2|2|0
5897410|3|1|75|25000|3|3|0
5937550|3|1|72|25000|4|3|1
6088947|3|1|40|25000|3|2|1
6183034|3|1|62|25000|2|1|1
6578228|3|1|24|25000|||
7281790|3|1|52|25000|1|1|0
7319446|3|1|69|25000|2|2|0
8678941|3|1|46|25000|1|1|0
8774693|3|1|31|25000|||
8862560|3|1|62|25000|4|3|1
9567834|3|1|35|25000|3|1|2
10680560|3|1||25000|2|2|0
12597199|3|1|28|25000|1|1|0
12597479|3|1|24|25000|||
13354252|3|1|17|25000|||
14533238|3|1|23|25000|||
348897|3|1|80|35000|1|1|0
425058|3|1|69|35000|3|3|0
439494|3|1||35000|||
1045445|3|1|61|35000|1|1|0
1377509|3|1|59|35000|2|2|0
1442928|3|1|33|35000|2|2|0
1751219|3|1|60|35000|3|2|1
1979291|3|1|51|35000|4|2|2
2127355|3|1|36|35000|5|4|1
2332792|3|1|37|35000|3|3|0
2634811|3|1|53|35000|2|2|0
2959434|3|1|64|35000|1|1|0
2986140|3|1|67|35000|1|1|0
3019082|3|1|66|35000|3|2|1
3152835|3|1|39|35000|3|2|1
3345624|3|1|60|35000|1|1|0
3431265|3|1|71|35000|4|3|1
3698606|3|1|31|35000|6|6|1
3831394|3|1|37|35000|2|2|0
4073459|3|1|46|35000|3|1|2
4080414|3|1|68|35000|2|2|0
4132804|3|1|57|35000|2|2|0
4142829|3|1|59|35000|1|1|0
4315760|3|1|45|35000|5|2|3
4453335|3|1|50|35000|1|1|0
4580314|3|1|70|35000|5|4|1
4593081|3|1|25|35000|1|1|0
4615530|3|1|58|35000|1|1|0
4625615|3|1|56|35000|3|2|1
5250925|3|1|37|35000|1|1|0
5266580|3|1|70|35000|5|4|1
5278459|3|1|80|35000|1|1|0
5281129|3|1|80|35000|2|2|0
5297581|3|1|84|35000|2|1|1
5316243|3|1|79|35000|3|2|1
5326278|3|1|85|35000|2|2|0
5426597|3|1|52|35000|6|2|4
5431255|3|1|43|35000|1|1|0
5435667|3|1|60|35000|2|2|0
5579060|3|1|74|35000|2|2|0
5580792|3|1|86|35000|1|1|0
5742928|3|1|61|35000|||
5793819|3|1|73|35000|5|4|1
5917574|3|1|68|35000|3|3|0
6079574|3|1|38|35000|1|1|0
6098228|3|1|48|35000|||
6137560|3|1|29|35000|4|1|3
6485650|3|1|67|35000|4|4|0
6631673|3|1|50|35000|3|1|2
6657040|3|1|76|35000|2|2|0
6698612|3|1|88|35000|3|2|1
7229911|3|1|47|35000|2|1|1
7312625|3|1|94|35000|2|2|0
7498559|3|1|31|35000|2|1|1
7550284|3|1|32|35000|1|1|0
7666233|3|1|65|35000|1|1|0
7860109|3|1|36|35000|1|1|0
7923589|3|1|34|35000|2|2|0
8697193|3|1|68|35000|1|1|0
8932034|3|1|29|35000|3|2|1
9206115|3|1|47|35000|1|1|0
9237493|3|1|46|35000|3|3|1
9806878|3|1|36|35000|1|1|0
9839204|3|1||35000|||
10720452|3|1||35000|||
12476381|3|1|29|35000|2|2|0
422552|3|1|68|45000|1|1|0
811881|3|1|30|45000|||
968513|3|1|63|45000|||
974809|3|1|67|45000|2|2|0
1052536|3|1|69|45000|2|2|0
1200063|3|1|63|45000|1|1|0
1227603|3|1|28|45000|6|5|1
1388768|3|1|59|45000|5|3|2
1407965|3|1|32|45000|4|3|1
1453945|3|1||45000|||
1787311|3|1|73|45000|2|2|0
1787382|3|1|86|45000|2|2|0
2036909|3|1|79|45000|4|4|0
2095305|3|1|59|45000|2|2|0
2159537|3|1|76|45000|3|3|0
2224561|3|1|64|45000|1|1|0
2283372|3|1|38|45000|2|2|0
2301941|3|1|78|45000|2|2|0
2346996|3|1|55|45000|3|2|1
2546070|3|1|51|45000|1|1|0
2592030|3|1|34|45000|5|3|2
2636998|3|1|33|45000|4|2|2
3018003|3|1|29|45000|7|4|3
3132688|3|1|48|45000|1|1|0
3265748|3|1|69|45000|3|2|1
3296193|3|1|68|45000|2|1|1
3551427|3|1|70|45000|4|4|0
4014311|3|1|84|45000|2|2|0
4019829|3|1|73|45000|2|2|0
4041354|3|1|44|45000|2|1|1
4058878|3|1|57|45000|4|4|0
4087746|3|1|97|45000|2|2|0
4220127|3|1|28|45000|2|2|0
4224170|3|1|42|45000|3|2|1
4239667|3|1|43|45000|3|2|1
4393673|3|1|69|45000|3|2|1
4468930|3|1|74|45000|4|4|0
4510009|3|1|98|45000|2|2|0
4892919|3|1|41|45000|1|1|0
5264905|3|1|62|45000|5|5|0
5282447|3|1|72|45000|3|3|0
5306475|3|1|59|45000|6|5|1
5351798|3|1||45000|||
5368283|3|1|47|45000|3|2|1
5461053|3|1|44|45000|2|1|1
5466455|3|1|78|45000|3|3|0
5583775|3|1|57|45000|2|2|0
5590429|3|1|50|45000|6|4|2
5668407|3|1|56|45000|1|1|0
5782798|3|1|65|45000|1|1|0
5784819|3|1|69|45000|3|2|1
5821663|3|1|71|45000|5|5|0
6096843|3|1|35|45000|2|2|0
6157333|3|1|81|45000|3|2|1
6508400|3|1|34|45000|1|1|0
6541821|3|1|79|45000|1|1|0
6562671|3|1|40|45000|1|1|0
6694991|3|1|86|45000|4|3|1
6905978|3|1|71|45000|3|3|0
7302903|3|1|46|45000|3|3|0
7333064|3|1|55|45000|2|2|0
7361891|3|1|80|45000|1|1|0
7370799|3|1|78|45000|3|3|0
7582034|3|1|54|45000|2|2|0
7670961|3|1|52|45000|2|2|0
7858041|3|1|40|45000|2|1|1
7927556|3|1|36|45000|6|5|1
8158951|3|1|44|45000|1|1|0
8466678|3|1|32|45000|3|1|2
8684824|3|1|56|45000|3|3|0
8933749|3|1|29|45000|3|2|1
8952129|3|1|54|45000|2|2|0
8970599|3|1|37|45000|1|1|0
9030108|3|1|85|45000|4|4|0
9030181|3|1|55|45000|2|2|0
9079613|3|1|61|45000|2|1|1
9370292|3|1|45|45000|5|2|3
9498729|3|1|59|45000|3|2|1
9643011|3|1|27|45000|2|2|0
9692336|3|1|28|45000|1|1|0
9884433|3|1|73|45000|2|2|0
10151476|3|1|50|45000|2|2|1
10965570|3|1|24|45000|||
12987008|3|1|58|45000|2|2|0
13519826|3|1|22|45000|2|1|1
277233|3|1|23|62500|6|3|3
300691|3|1|82|62500|2|1|1
449332|3|1|62|62500|2|2|0
467074|3|1|33|62500|4|3|1
523231|3|1|81|62500|2|2|0
600502|3|1|60|62500|4|4|0
601380|3|1|75|62500|||
627477|3|1|66|62500|6|6|0
644415|3|1|67|62500|3|2|1
698598|3|1|68|62500|2|1|1
797727|3|1|39|62500|3|3|0
901746|3|1|75|62500|2|2|0
903694|3|1|28|62500|3|3|0
984838|3|1|86|62500|4|4|0
985337|3|1|55|62500|2|1|1
1028379|3|1|77|62500|2|2|0
1029767|3|1|84|62500|3|3|0
1117867|3|1|74|62500|1|1|0
1201334|3|1|77|62500|2|2|0
1251637|3|1|46|62500|3|2|1
1260475|3|1|86|62500|3|2|1
1262595|3|1|68|62500|3|1|2
1320523|3|1|38|62500|1|1|0
1388610|3|1|67|62500|5|4|1
1491498|3|1|27|62500|2|1|1
1545446|3|1|76|62500|2|2|0
1570447|3|1|58|62500|2|1|1
1656625|3|1|59|62500|1|1|0
1719716|3|1|55|62500|4|3|1
1753993|3|1|51|62500|4|3|1
1763128|3|1|68|62500|5|5|0
1766926|3|1|36|62500|3|2|1
1787415|3|1|67|62500|5|5|0
1812431|3|1|49|62500|3|2|1
